ts,rg1,rg2,rg1tt,rg2tt,rg1tp,rg2tp,temp_bmx,press_bmx,temp_mcp,temp_sht,humidity_sht,si1145_vis,si1145_ir,si1145_uv,wind_spd,wind_dir,wind_gust,wind_gust_dir,heat_idx,wet_bulb_temp,wet_bulb_globe_temp,anomaly_prediction,anomaly_score,is_anomaly,risk_level,environmental_event,signals,recommended_action,priority
2026-09-01 03:19:30+00:00,0.0,0,0.0,0.0,0.4,0,14.8,853.6,15.1,15.3,90.8,262,256,0,0.4,109,0.9,0.9,15.2,14.2,11.1,1,0.1003671495019891,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 03:34:39+00:00,0.0,0,0.0,0.0,0.4,0,14.8,854.0,15.1,15.2,90.9,262,285,0,0.1,109,0.9,0.9,15.2,14.2,11.0,1,0.095239551757699,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 03:49:48+00:00,0.0,0,0.0,0.1,0.4,0,14.8,853.9,15.1,15.3,90.9,269,364,0,0.3,109,0.7,0.7,15.2,14.2,11.0,1,0.0861052648417735,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 04:04:56+00:00,0.0,0,0.0,0.2,0.4,0,14.9,854.0,15.2,15.3,90.1,304,799,0,1.0,109,1.3,1.3,15.3,14.2,11.1,1,0.0414675122388706,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 04:20:05+00:00,0.0,0,0.0,0.4,0.4,0,15.2,854.1,15.5,15.6,88.4,333,1121,0,0.9,108,1.1,1.1,15.5,14.2,11.3,1,0.0540339097580926,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 04:35:28+00:00,0.0,0,0.0,0.3,0.4,0,15.5,854.4,15.8,15.9,86.6,318,906,0,0.6,109,0.9,0.9,15.9,14.4,11.7,1,0.0892499186019457,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 04:50:37+00:00,0.0,0,0.0,0.3,0.4,0,15.5,854.7,15.7,16.0,86.8,314,853,0,0.1,109,0.4,0.4,15.9,14.4,11.7,1,0.088482748003795,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 05:06:34+00:00,0.0,0,0.0,0.6,0.4,0,16.0,854.9,16.2,16.4,85.2,359,1382,0,0.5,109,0.9,0.9,16.4,14.7,12.1,1,0.0829819335970855,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 05:21:42+00:00,0.0,0,0.0,1.2,0.4,0,17.4,855.1,17.2,17.4,80.8,479,2833,0,1.3,108,2.0,2.0,17.3,15.1,13.1,1,0.0387371416124716,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 05:36:51+00:00,0.0,0,0.0,1.5,0.4,0,19.2,855.3,19.4,19.1,74.4,544,3556,0,0.0,109,0.1,0.1,19.1,16.0,14.7,1,0.0726704951252761,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 05:51:59+00:00,0.0,0,0.0,2.2,0.4,0,20.3,855.3,20.6,20.5,69.5,678,5173,0,0.3,109,1.0,1.0,20.5,16.7,16.0,1,0.045752252411918,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 06:07:08+00:00,0.0,0,0.0,1.3,0.0,0,19.8,855.5,20.4,20.3,67.1,506,2995,0,0.5,109,2.2,2.2,20.2,16.2,15.7,1,0.0726754936448601,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 06:22:32+00:00,0.0,0,0.0,0.9,0.0,0,19.1,855.5,19.6,19.6,68.9,432,2174,0,0.4,109,1.1,1.1,19.5,15.8,15.1,1,0.1068286027502182,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 06:37:41+00:00,0.0,0,0.0,1.1,0.0,0,18.9,855.6,19.1,18.9,68.1,469,2590,0,0.1,109,0.4,0.4,18.8,15.0,14.5,1,0.0840151548690106,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 06:52:50+00:00,0.0,0,0.0,0.9,0.0,0,19.5,855.6,19.6,19.7,67.4,417,2034,0,0.1,109,0.7,0.7,19.6,15.7,15.2,1,0.0972552078471427,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 07:07:58+00:00,0.0,0,0.0,1.2,0.0,0,19.4,855.5,19.9,20.0,64.2,482,2720,0,0.9,109,1.5,1.5,19.9,15.6,15.4,1,0.0806583355338037,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 07:23:07+00:00,0.0,0,0.0,1.1,0.0,0,19.3,855.5,19.7,19.8,65.4,463,2521,0,0.8,168,1.7,1.7,19.7,15.5,15.3,1,0.0768450308245852,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 07:38:35+00:00,0.0,0,0.0,1.4,0.0,0,20.3,855.5,20.6,20.5,63.6,519,3136,0,0.8,258,1.7,1.7,20.4,15.9,15.9,1,0.0520956718786014,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 07:53:43+00:00,0.0,0,0.0,1.8,0.0,0,20.1,855.4,20.4,20.1,65.1,587,3817,0,0.5,238,1.1,1.1,20.0,15.8,15.6,1,0.054290727008009,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 08:08:53+00:00,0.0,0,0.0,0.9,0.0,0,19.8,855.2,20.1,20.1,63.2,422,2010,0,0.7,113,1.1,1.1,19.9,15.5,15.5,1,0.1014698139430834,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 08:24:02+00:00,0.0,0,0.0,1.6,0.0,0,20.1,855.0,20.5,20.5,62.7,564,3498,0,0.2,204,0.7,0.7,20.4,15.8,15.9,1,0.0756458449895248,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 08:39:10+00:00,0.0,0,0.0,1.7,0.0,0,21.2,854.9,21.6,21.3,58.7,582,3796,0,1.5,261,2.6,2.6,21.2,16.0,16.6,1,0.0167036763381165,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 08:54:44+00:00,0.0,0,0.0,3.1,0.0,0,21.8,854.7,22.1,21.8,58.9,835,6667,0,0.9,251,1.5,1.5,21.7,16.5,17.1,1,0.0215019874826951,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 09:09:53+00:00,0.0,0,0.0,2.3,0.0,0,22.2,854.5,22.7,22.8,54.6,690,4983,0,0.5,132,2.2,2.2,22.7,16.8,17.9,1,0.0488236544278718,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 09:25:49+00:00,0.0,0,0.0,1.6,0.0,0,21.7,854.3,22.2,22.4,55.0,553,3540,0,0.7,104,1.3,1.3,22.2,16.5,17.5,1,0.0947804650853014,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 09:40:58+00:00,0.0,0,0.0,3.4,0.0,0,22.9,854.0,23.3,23.4,53.3,894,7326,0,0.0,104,0.2,0.2,23.3,17.1,18.4,1,0.0319017542766705,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 09:56:46+00:00,0.0,0,0.0,1.5,0.0,0,22.6,853.6,23.1,23.1,52.3,546,3420,0,0.6,105,1.1,1.1,23.0,16.7,18.1,1,0.0961219898112765,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 10:11:54+00:00,0.0,0,0.0,3.0,0.0,0,23.6,853.2,24.2,24.2,51.4,810,6347,0,1.1,105,2.2,2.2,24.1,17.5,19.0,1,0.0513142579923806,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 10:27:50+00:00,0.0,0,0.0,1.1,0.0,0,24.2,853.0,24.7,24.7,49.2,469,2395,0,0.9,105,2.0,2.0,24.6,17.6,19.4,1,0.0949752752864401,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 10:42:51+00:00,0.0,0,0.0,2.0,0.0,0,24.8,852.6,25.2,25.0,47.2,633,4251,0,0.5,105,1.7,1.7,24.9,17.6,19.7,1,0.0791411008239745,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 10:58:00+00:00,0.0,0,0.0,2.9,0.0,0,24.1,852.4,24.6,24.2,48.8,795,6197,0,1.1,201,1.5,1.5,24.0,17.1,19.0,1,0.0477643553864884,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 11:13:09+00:00,0.0,0,0.0,0.9,0.0,0,24.0,852.1,24.5,24.7,47.8,417,2028,0,1.4,167,3.7,3.7,24.5,17.4,19.4,1,0.0326152556347019,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 11:28:18+00:00,0.0,0,0.0,1.5,0.0,0,23.2,851.9,23.6,23.7,49.7,535,3256,0,0.6,165,1.5,1.5,23.6,16.8,18.6,1,0.1026392328522642,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 11:43:27+00:00,0.0,0,0.0,3.1,0.0,0,24.8,851.7,24.9,24.9,47.6,830,6737,0,0.7,160,2.0,2.0,24.8,17.5,19.6,1,0.0592983811610851,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 11:58:50+00:00,0.0,0,0.0,0.9,0.0,0,24.9,851.5,25.4,25.4,45.3,433,2116,0,0.7,167,1.5,1.5,25.3,17.6,20.0,1,0.0915000298407733,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 12:14:00+00:00,0.0,0,0.0,2.6,0.0,0,24.4,851.3,24.8,25.1,45.7,750,5840,0,0.2,134,0.7,0.7,24.9,17.4,19.7,1,0.0595955262013309,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 12:29:57+00:00,0.0,0,0.0,0.9,0.0,0,26.2,851.2,25.9,27.5,40.4,432,2115,0,0.7,67,1.5,1.5,27.3,18.5,21.5,1,0.0258861205312083,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 12:45:06+00:00,0.0,0,0.0,0.6,0.0,0,24.2,851.0,24.4,24.9,45.6,367,1347,0,0.6,71,1.5,1.5,24.8,17.2,19.6,1,0.1036264640598252,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 13:00:59+00:00,0.0,0,0.0,2.1,0.0,0,26.1,850.8,26.2,26.9,41.1,649,4847,0,0.2,19,1.1,1.1,26.8,18.1,21.1,1,0.0165222013701145,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 13:16:08+00:00,0.0,0,0.0,0.5,0.0,0,25.0,850.9,25.4,25.9,42.6,354,1280,0,0.3,203,1.1,1.1,25.8,17.6,20.4,1,0.0719299372599847,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 13:31:18+00:00,0.0,0,0.0,0.3,0.0,0,24.6,850.8,24.9,25.0,44.2,319,931,0,0.3,146,1.3,1.3,24.8,17.0,19.6,1,0.0934098810663194,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 13:46:27+00:00,0.0,0,0.0,0.3,0.0,0,24.3,850.8,24.4,24.7,44.3,323,969,0,0.2,119,0.9,0.9,24.5,16.8,19.4,1,0.0946983848572108,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 14:01:56+00:00,0.0,0,0.0,0.4,0.0,0,24.3,850.8,24.4,24.6,44.3,341,1150,0,0.3,47,0.7,0.7,24.5,16.8,19.3,1,0.0832051137729872,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 14:17:05+00:00,0.0,0,0.0,0.5,0.0,0,24.5,850.9,24.7,24.9,43.7,343,1195,0,0.2,149,0.7,0.7,24.8,16.9,19.6,1,0.0909203513909212,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 14:32:14+00:00,0.0,0,0.0,0.3,0.0,0,24.2,850.9,24.4,24.6,43.9,316,862,0,1.0,151,2.2,2.2,24.4,16.7,19.3,1,0.0864172471811123,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 14:47:23+00:00,0.0,0,0.0,0.3,0.0,0,24.0,850.9,24.2,24.4,44.3,307,756,0,1.6,178,2.6,2.6,24.2,16.6,19.1,1,0.0564548093609108,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 15:02:52+00:00,0.0,0,0.0,0.2,0.0,0,23.9,851.0,24.1,24.2,45.1,291,605,0,0.7,153,1.7,1.7,24.1,16.6,19.0,1,0.1052216786501625,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 15:18:01+00:00,0.0,0,0.0,0.1,0.0,0,23.4,851.1,23.6,23.7,47.3,270,351,0,0.2,105,0.7,0.7,23.6,16.5,18.6,1,0.102666471176407,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 15:33:10+00:00,0.0,0,0.0,0.0,0.0,0,22.8,851.3,23.0,23.2,48.8,263,275,0,0.5,125,1.7,1.7,23.0,16.2,18.1,1,0.1162163490389613,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 15:48:19+00:00,0.0,0,0.0,0.0,0.0,0,22.4,851.5,22.5,22.7,49.9,260,255,0,1.1,143,2.1,2.1,22.5,16.0,17.8,1,0.1088783671165461,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 16:04:02+00:00,0.0,0,0.0,0.0,0.0,0,21.9,851.5,22.1,22.2,50.9,260,254,0,0.1,197,0.4,0.4,22.0,15.8,17.3,1,0.1167817351984822,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 16:19:12+00:00,0.0,0,0.0,0.0,0.0,0,21.5,851.7,21.7,21.8,51.4,259,254,0,0.1,207,0.4,0.4,21.6,15.5,17.0,1,0.1164868381872228,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 16:34:21+00:00,0.0,0,0.0,0.0,0.0,0,21.3,851.8,21.5,21.6,52.1,260,254,0,0.5,150,1.3,1.3,21.4,15.4,16.8,1,0.138680245737502,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 16:49:31+00:00,0.0,0,0.0,0.0,0.0,0,21.1,852.0,21.3,21.4,52.9,261,254,0,0.4,141,0.9,0.9,21.2,15.3,16.6,1,0.1367125856214078,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 17:04:58+00:00,0.0,0,0.0,0.0,0.0,0,20.9,852.1,21.0,21.2,53.5,260,253,0,1.2,174,1.7,1.7,21.0,15.2,16.4,1,0.1070017343886157,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 17:20:07+00:00,0.0,0,0.0,0.0,0.0,0,20.7,852.3,20.9,21.0,54.7,259,253,0,0.3,115,0.9,0.9,20.8,15.2,16.3,1,0.1374791181933101,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 17:35:17+00:00,0.0,0,0.0,0.0,0.0,0,20.5,852.4,20.6,20.9,56.1,260,253,0,0.4,184,1.1,1.1,20.7,15.3,16.2,1,0.139825911723813,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 17:50:26+00:00,0.0,0,0.0,0.0,0.0,0,20.4,852.6,20.5,20.7,57.5,261,254,0,0.4,190,1.1,1.1,20.5,15.3,16.0,1,0.1422560051032128,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 18:05:35+00:00,0.0,0,0.0,0.0,0.0,0,20.2,852.7,20.4,20.5,58.6,260,253,0,0.4,201,1.3,1.3,20.3,15.3,15.9,1,0.139236652623017,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 18:21:00+00:00,0.0,0,0.0,0.0,0.0,0,20.1,852.8,20.3,20.5,59.1,260,254,0,1.2,164,2.2,2.2,20.3,15.3,15.8,1,0.109823589591501,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 18:36:10+00:00,0.0,0,0.0,0.0,0.0,0,20.0,853.0,20.2,20.4,59.7,261,254,0,1.0,167,1.5,1.5,20.2,15.3,15.8,1,0.1280492058533492,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 18:51:20+00:00,0.0,0,0.0,0.0,0.0,0,19.8,853.1,19.9,20.2,61.2,260,253,0,0.2,182,0.7,0.7,20.0,15.3,15.6,1,0.1455250558418314,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 19:06:28+00:00,0.0,0,0.0,0.0,0.0,0,19.5,853.3,19.7,19.9,63.1,260,252,0,0.5,170,2.2,2.2,19.8,15.3,15.3,1,0.1255274493680457,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 19:21:37+00:00,0.0,0,0.0,0.0,0.0,0,19.3,853.5,19.5,19.8,64.0,260,254,0,0.3,149,1.2,1.2,19.6,15.3,15.2,1,0.1449893196986774,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 19:37:04+00:00,0.0,0,0.0,0.0,0.0,0,19.1,853.7,19.2,19.5,66.3,260,254,0,0.7,122,2.0,2.0,19.4,15.4,15.0,1,0.1363589909497818,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 19:52:10+00:00,0.0,0,0.0,0.0,0.0,0,18.8,853.8,19.0,19.3,68.0,261,252,0,0.2,93,0.7,0.7,19.2,15.4,14.8,1,0.1526657332731493,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 20:07:20+00:00,0.0,0,0.0,0.0,0.0,0,18.5,853.8,18.7,18.9,70.1,261,253,0,0.0,148,0.2,0.2,18.8,15.3,14.5,1,0.1488565336554359,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 20:22:29+00:00,0.0,0,0.0,0.0,0.0,0,18.3,853.7,18.5,18.8,71.7,261,252,0,0.8,188,1.7,1.7,18.7,15.3,14.3,1,0.1309367474235338,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 20:37:39+00:00,0.0,0,0.0,0.0,0.0,0,18.0,853.6,18.2,18.5,73.1,261,254,0,1.4,185,2.6,2.6,18.4,15.3,14.1,1,0.0764159333930336,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 20:53:07+00:00,0.0,0,0.0,0.0,0.0,0,17.8,853.5,18.0,18.2,74.3,261,253,0,0.2,114,0.7,0.7,18.1,15.1,13.8,1,0.1621441635976291,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 21:08:17+00:00,0.0,0,0.0,0.0,0.0,0,17.5,853.4,17.6,17.9,75.7,259,253,0,0.5,187,1.1,1.1,17.8,15.0,13.5,1,0.1537138526169393,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 21:23:26+00:00,0.0,0,0.0,0.0,0.0,0,17.2,853.3,17.4,17.6,77.2,261,255,0,0.3,186,0.9,0.9,17.5,14.9,13.3,1,0.1606845792495786,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 21:38:36+00:00,0.0,0,0.0,0.0,0.0,0,17.1,853.1,17.3,17.5,77.7,260,253,0,0.1,105,0.7,0.7,17.4,14.9,13.2,1,0.1725006433983247,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 21:53:46+00:00,0.0,0,0.0,0.0,0.0,0,17.0,852.9,17.2,17.4,78.5,260,253,0,0.3,171,1.3,1.3,17.3,14.9,13.1,1,0.1682771896166938,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 22:09:09+00:00,0.0,0,0.0,0.0,0.0,0,16.8,852.8,17.0,17.3,80.0,261,253,0,0.4,110,1.1,1.1,17.2,14.9,13.0,1,0.1724796263709103,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 22:24:18+00:00,0.0,0,0.0,0.0,0.0,0,16.6,852.6,16.7,17.0,81.1,259,253,0,0.6,106,1.3,1.3,17.0,14.8,12.7,1,0.1635514180110558,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 22:39:27+00:00,0.0,0,0.0,0.0,0.0,0,16.5,852.5,16.6,16.9,81.7,261,254,0,0.3,194,1.3,1.3,16.8,14.7,12.6,1,0.1607665728294879,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 22:54:36+00:00,0.0,0,0.0,0.0,0.0,0,16.3,852.4,16.5,16.8,82.0,260,253,0,0.0,193,0.0,0.0,16.7,14.6,12.5,1,0.168197534899076,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 23:09:45+00:00,0.0,0,0.0,0.0,0.0,0,16.3,852.5,16.5,16.7,82.2,260,254,0,0.0,194,0.0,0.0,16.7,14.6,12.5,1,0.1664911614461475,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 23:25:12+00:00,0.0,0,0.0,0.0,0.0,0,16.4,852.4,16.5,16.8,82.0,260,253,0,0.0,194,0.2,0.2,16.7,14.7,12.5,1,0.1669468578043459,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 23:40:21+00:00,0.0,0,0.0,0.0,0.0,0,16.4,852.4,16.5,16.8,82.2,261,254,0,1.1,194,1.7,1.7,16.7,14.7,12.5,1,0.1112139164483185,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-01 23:55:30+00:00,0.0,0,0.0,0.0,0.0,0,16.3,852.3,16.4,16.7,83.2,260,253,0,0.3,194,0.7,0.7,16.7,14.7,12.5,1,0.1697151398101302,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-02 00:00:32+00:00,0.0,0,0.0,0.0,0.0,0,16.2,852.2,16.4,16.7,83.6,260,253,0,0.2,194,0.4,0.4,16.6,14.7,12.4,1,0.1622838520958229,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
2026-09-02 00:15:42+00:00,0.0,0,0.0,0.0,0.0,0,16.2,852.2,16.3,16.6,84.0,260,253,0,0.2,194,0.7,0.7,16.6,14.7,12.3,1,0.1610930195004578,False,NORMAL,Normal environmental conditions,None,Continue monitoring environmental conditions.,LOW
